Typ;Flurkarten;LU_x;LU_y;LO_x;LO_y;RO_x;RO_y;RU_x;RU_y
Badische Flurkarten;73.92;479587.3209;5443559.672;479594.7575;5444559.354;480594.267;5444552.209;480587.0493;5443552.614
Badische Flurkarten;101.94;481387.1639;5415557.52;481394.2766;5416557.118;482393.8573;5416550.001;482386.7549;5415550.405
Badische Flurkarten;101.95;482386.7549;5415550.405;482393.8573;5416550.001;483393.45;5416542.887;483386.3486;5415543.281
Badische Flurkarten;101.96;483386.3486;5415543.281;483393.45;5416542.887;484392.9477;5416535.71;484385.8663;5415536.115
Badische Flurkarten;101.97;484385.8663;5415536.115;484392.9477;5416535.71;485392.5664;5416528.608;485385.4584;5415529.019
Badische Flurkarten;101.98;485385.4584;5415529.019;485392.5664;5416528.608;486392.0719;5416521.412;486384.9403;5415521.873
Badische Flurkarten;101.99;486384.9403;5415521.873;486392.0719;5416521.412;487391.6158;5416514.301;487384.4884;5415514.752
Badische Flurkarten;101.100;487384.4884;5415514.752;487391.6158;5416514.301;488391.1685;5416507.145;488384.0041;5415507.631
Badische Flurkarten;102.49;436397.9178;5414878.333;436405.0733;5415877.963;437404.6666;5415870.844;437397.5173;5414871.201
Badische Flurkarten;102.50;437397.5173;5414871.201;437404.6666;5415870.844;438404.2935;5415863.73;438397.1298;5414864.094
Badische Flurkarten;102.51;438397.1298;5414864.094;438404.2935;5415863.73;439403.9598;5415856.64;439396.8141;5414856.992
Badische Flurkarten;102.52;439396.8141;5414856.992;439403.9598;5415856.64;440403.5948;5415849.532;440396.4982;5414849.874
Badische Flurkarten;102.53;440396.4982;5414849.874;440403.5948;5415849.532;441403.2161;5415842.379;441396.114;5414842.734
Badische Flurkarten;102.54;441396.114;5414842.734;441403.2161;5415842.379;442402.8494;5415835.251;442395.7522;5414835.586
Badische Flurkarten;102.55;442395.7522;5414835.586;442402.8494;5415835.251;443402.4718;5415828.092;443395.3911;5414828.441
Badische Flurkarten;102.56;443395.3911;5414828.441;443402.4718;5415828.092;444402.0903;5415820.958;444395.0214;5414821.318
Badische Flurkarten;102.57;444395.0214;5414821.318;444402.0903;5415820.958;445401.6915;5415813.796;445394.7033;5414814.194
Badische Flurkarten;102.58;445394.7033;5414814.194;445401.6915;5415813.796;446401.3773;5415806.773;446394.2376;5414807.142
Badische Flurkarten;102.59;446394.2376;5414807.142;446401.3773;5415806.773;447401.0211;5415799.64;447393.9002;5414800.01
Badische Flurkarten;102.60;447393.9002;5414800.01;447401.0211;5415799.64;448400.6996;5415792.628;448393.5352;5414792.875
Badische Flurkarten;102.61;448393.5352;5414792.875;448400.6996;5415792.628;449400.4724;5415785.501;449393.2485;5414785.819
Badische Flurkarten;102.62;449393.2485;5414785.819;449400.4724;5415785.501;450400.0967;5415778.345;450392.8737;5414778.629
Badische Flurkarten;102.63;450392.8737;5414778.629;450400.0967;5415778.345;451399.6136;5415771.153;451392.3917;5414771.512
Badische Flurkarten;102.64;451392.3917;5414771.512;451399.6136;5415771.153;452399.1718;5415763.989;452392.0471;5414764.366
Badische Flurkarten;102.65;452392.0471;5414764.366;452399.1718;5415763.989;453398.5649;5415756.826;453391.5946;5414757.201
Badische Flurkarten;102.66;453391.5946;5414757.201;453398.5649;5415756.826;454398.1471;5415749.561;454391.0585;5414749.99
Badische Flurkarten;102.67;454391.0585;5414749.99;454398.1471;5415749.561;455397.9193;5415742.351;455390.6508;5414742.789
Badische Flurkarten;102.68;455390.6508;5414742.789;455397.9193;5415742.351;456397.3809;5415735.271;456390.3162;5414735.639
Badische Flurkarten;102.69;456390.3162;5414735.639;456397.3809;5415735.271;457396.9819;5415728.146;457389.7688;5414728.54
Badische Flurkarten;102.70;457389.7688;5414728.54;457396.9819;5415728.146;458396.5708;5415721.037;458389.3622;5414721.469
Badische Flurkarten;102.71;458389.3622;5414721.469;458396.5708;5415721.037;459396.1865;5415713.918;459388.9758;5414714.257
Badische Flurkarten;102.72;459388.9758;5414714.257;459396.1865;5415713.918;460395.6832;5415706.77;460388.6385;5414707.174
Badische Flurkarten;102.73;460388.6385;5414707.174;460395.6832;5415706.77;461395.3072;5415699.68;461388.2692;5414700.102
Badische Flurkarten;102.74;461388.2692;5414700.102;461395.3072;5415699.68;462394.9826;5415692.723;462387.8519;5414693.156
Badische Flurkarten;102.75;462387.8519;5414693.156;462394.9826;5415692.723;463394.5837;5415685.607;463387.426;5414686.025
Badische Flurkarten;114.50;437312.0372;5402875.825;437319.3102;5403875.492;438318.9241;5403868.371;438311.7234;5402868.7
Badische Flurkarten;104.84;471370.0502;5412629.759;471377.1348;5413629.535;472376.7307;5413622.437;472369.6619;5412622.828
Badische Flurkarten;104.85;472369.6619;5412622.828;472376.7307;5413622.437;473376.355;5413615.308;473369.2344;5412615.762
Badische Flurkarten;104.86;473369.2344;5412615.762;473376.355;5413615.308;474375.8859;5413608.206;474368.7654;5412608.643
Badische Flurkarten;104.87;474368.7654;5412608.643;474375.8859;5413608.206;475375.4581;5413601.147;475368.3422;5412601.55
Badische Flurkarten;104.88;475368.3422;5412601.55;475375.4581;5413601.147;476375.0138;5413594.017;476367.8833;5412594.411
Badische Flurkarten;104.89;476367.8833;5412594.411;476375.0138;5413594.017;477374.5954;5413586.878;477367.4842;5412587.266
Badische Flurkarten;104.90;477367.4842;5412587.266;477374.5954;5413586.878;478374.1874;5413579.783;478367.0816;5412580.168
Badische Flurkarten;104.91;478367.0816;5412580.168;478374.1874;5413579.783;479373.7336;5413572.648;479366.6767;5412573.114
Badische Flurkarten;104.92;479366.6767;5412573.114;479373.7336;5413572.648;480373.3312;5413565.517;480366.2456;5412565.907
Badische Flurkarten;104.93;480366.2456;5412565.907;480373.3312;5413565.517;481372.9054;5413558.384;481365.8187;5412558.795
Badische Flurkarten;104.94;481365.8187;5412558.795;481372.9054;5413558.384;482372.4806;5413551.248;482365.3742;5412551.654
Badische Flurkarten;104.95;482365.3742;5412551.654;482372.4806;5413551.248;483372.043;5413544.101;483364.9321;5412544.515
Badische Flurkarten;104.96;483364.9321;5412544.515;483372.043;5413544.101;484371.6192;5413536.977;484364.5186;5412537.393
Badische Flurkarten;104.97;484364.5186;5412537.393;484371.6192;5413536.977;485371.1798;5413529.869;485364.1002;5412530.304
Badische Flurkarten;105.47;434377.3871;5411893.697;434384.4524;5412893.308;435384.5842;5412886.241;435377.2796;5411886.558
Badische Flurkarten;105.48;435377.2796;5411886.558;435384.5842;5412886.241;436383.7647;5412879.067;436376.7924;5411879.445
Badische Flurkarten;105.49;436376.7924;5411879.445;436383.7647;5412879.067;437383.3614;5412871.973;437376.297;5411872.321
Badische Flurkarten;105.50;437376.297;5411872.321;437383.3614;5412871.973;438382.9844;5412864.83;438375.9128;5411865.195
Badische Flurkarten;105.51;438375.9128;5411865.195;438382.9844;5412864.83;439382.5783;5412857.673;439375.5161;5411858.043
Badische Flurkarten;105.52;439375.5161;5411858.043;439382.5783;5412857.673;440382.1786;5412850.512;440375.1084;5411850.887
Badische Flurkarten;105.53;440375.1084;5411850.887;440382.1786;5412850.512;441381.8465;5412843.405;441374.7346;5411843.741
Badische Flurkarten;105.54;441374.7346;5411843.741;441381.8465;5412843.405;442381.5223;5412836.34;442374.3476;5411836.657
Badische Flurkarten;105.55;442374.3476;5411836.657;442381.5223;5412836.34;443381.1888;5412829.247;443374.0542;5411829.639
Badische Flurkarten;105.56;443374.0542;5411829.639;443381.1888;5412829.247;444380.8219;5412822.113;444373.6659;5411822.518
Badische Flurkarten;105.57;444373.6659;5411822.518;444380.8219;5412822.113;445380.4331;5412814.98;445373.3003;5411815.379
Badische Flurkarten;105.58;445373.3003;5411815.379;445380.4331;5412814.98;446380.0346;5412807.843;446372.9096;5411808.244
Badische Flurkarten;105.59;446372.9096;5411808.244;446380.0346;5412807.843;447379.5909;5412800.702;447372.4674;5411801.129
Badische Flurkarten;105.60;447372.4674;5411801.129;447379.5909;5412800.702;448379.2448;5412793.559;448372.0301;5411793.942
Badische Flurkarten;105.61;448372.0301;5411793.942;448379.2448;5412793.559;449378.8968;5412786.427;449371.6495;5411786.833
Badische Flurkarten;105.62;449371.6495;5411786.833;449378.8968;5412786.427;450378.1386;5412779.601;450371.2746;5411779.725
Badische Flurkarten;105.63;450371.2746;5411779.725;450378.1386;5412779.601;451377.9375;5412772.37;451370.8967;5411772.615
Badische Flurkarten;105.64;451370.8967;5411772.615;451377.9375;5412772.37;452377.5381;5412765.313;452370.4559;5411765.741
Badische Flurkarten;105.65;452370.4559;5411765.741;452377.5381;5412765.313;453377.2993;5412758.125;453370.0914;5411758.684
Badische Flurkarten;105.66;453370.0914;5411758.684;453377.2993;5412758.125;454376.825;5412750.846;454369.7033;5411751.471
Badische Flurkarten;118.47;434284.6542;5398898.707;434291.7985;5399898.346;435291.305;5399891.269;435284.2753;5398891.542
Badische Flurkarten;70.97;484607.027;5446522.913;484614.3561;5447522.633;485613.882;5447515.485;485606.4728;5446515.808
Badische Flurkarten;70.98;485606.4728;5446515.808;485613.882;5447515.485;486613.3922;5447508.248;486605.9474;5446508.68
Badische Flurkarten;70.99;486605.9474;5446508.68;486613.3922;5447508.248;487612.9367;5447501.121;487605.5619;5446501.519
Badische Flurkarten;70.100;487605.5619;5446501.519;487612.9367;5447501.121;488612.202;5447493.868;488605.172;5446494.356
Badische Flurkarten;70.101;488605.172;5446494.356;488612.202;5447493.868;489611.7942;5447486.677;489604.7257;5446487.177
Badische Flurkarten;70.102;489604.7257;5446487.177;489611.7942;5447486.677;490611.3308;5447479.493;490604.2332;5446479.936
Badische Flurkarten;70.103;490604.2332;5446479.936;490611.3308;5447479.493;491610.9096;5447472.278;491603.7928;5446472.727
Badische Flurkarten;70.104;491603.7928;5446472.727;491610.9096;5447472.278;492610.4336;5447465.07;492603.3672;5446465.494
Badische Flurkarten;70.105;492603.3672;5446465.494;492610.4336;5447465.07;493609.9836;5447457.826;493602.9247;5446458.228
Badische Flurkarten;70.106;493602.9247;5446458.228;493609.9836;5447457.826;494609.5412;5447450.565;494602.4072;5446451.103
Badische Flurkarten;70.107;494602.4072;5446451.103;494609.5412;5447450.565;495609.1561;5447443.488;495601.9807;5446443.886
Badische Flurkarten;70.108;495601.9807;5446443.886;495609.1561;5447443.488;496608.7671;5447436.477;496601.5963;5446436.766
Badische Flurkarten;70.109;496601.5963;5446436.766;496608.7671;5447436.477;497608.2903;5447429.292;497601.155;5446429.712
Badische Flurkarten;70.110;497601.155;5446429.712;497608.2903;5447429.292;498607.8561;5447422.166;498600.666;5446422.518
Badische Flurkarten;70.111;498600.666;5446422.518;498607.8561;5447422.166;499607.441;5447415.03;499600.2624;5446415.448
Badische Flurkarten;70.112;499600.2624;5446415.448;499607.441;5447415.03;500606.9787;5447407.693;500599.8891;5446408.255
Badische Flurkarten;70.113;500599.8891;5446408.255;500606.9787;5447407.693;501606.5365;5447400.632;501599.4345;5446401.131
Badische Flurkarten;71.66;453612.383;5445744.782;453619.55;5446744.402;454619.1646;5446737.235;454612.0125;5445737.618
Badische Flurkarten;71.67;454612.0125;5445737.618;454619.1646;5446737.235;455618.9261;5446730.077;455611.6735;5445730.553
Badische Flurkarten;71.68;455611.6735;5445730.553;455618.9261;5446730.077;456618.4566;5446722.901;456611.3534;5445723.334
Badische Flurkarten;71.69;456611.3534;5445723.334;456618.4566;5446722.901;457618.0401;5446715.724;457610.8731;5445716.223
Badische Flurkarten;71.70;457610.8731;5445716.223;457618.0401;5446715.724;458617.6117;5446708.618;458610.5602;5445709.163
Badische Flurkarten;71.71;458610.5602;5445709.163;458617.6117;5446708.618;459617.1837;5446701.508;459610.2156;5445702.014
Badische Flurkarten;71.72;459610.2156;5445702.014;459617.1837;5446701.508;460616.8104;5446694.337;460609.7923;5445694.86
Badische Flurkarten;71.73;460609.7923;5445694.86;460616.8104;5446694.337;461616.4826;5446687.163;461609.3417;5445687.528
Badische Flurkarten;71.74;461609.3417;5445687.528;461616.4826;5446687.163;462616.2161;5446680.035;462609.1043;5445680.354
Badische Flurkarten;71.75;462609.1043;5445680.354;462616.2161;5446680.035;463615.6584;5446672.873;463608.4675;5445673.276
Badische Flurkarten;71.76;463608.4675;5445673.276;463615.6584;5446672.873;464615.3299;5446665.788;464608.1351;5445666.118
Badische Flurkarten;71.77;464608.1351;5445666.118;464615.3299;5446665.788;465614.9205;5446658.653;465607.555;5445658.99
Badische Flurkarten;71.78;465607.555;5445658.99;465614.9205;5446658.653;466614.2884;5446651.428;466607.116;5445651.856
Badische Flurkarten;71.79;466607.116;5445651.856;466614.2884;5446651.428;467613.8262;5446644.294;467606.704;5445644.736
Badische Flurkarten;71.80;467606.704;5445644.736;467613.8262;5446644.294;468613.3656;5446637.159;468606.2659;5445637.606
Badische Flurkarten;71.81;468606.2659;5445637.606;468613.3656;5446637.159;469612.9356;5446630.048;469605.8338;5445630.493
Badische Flurkarten;71.82;469605.8338;5445630.493;469612.9356;5446630.048;470612.5187;5446622.935;470605.402;5445623.346
Badische Flurkarten;43.146;533779.5119;5473158.5;533786.4969;5474158.271;534786.117;5474151.027;534779.096;5473151.295
Badische Flurkarten;73.93;480587.0493;5443552.614;480594.267;5444552.209;481593.7741;5444545.047;481586.5608;5443545.504
Badische Flurkarten;73.94;481586.5608;5443545.504;481593.7741;5444545.047;482593.3936;5444537.892;482586.0321;5443538.341
Badische Flurkarten;73.95;482586.0321;5443538.341;482593.3936;5444537.892;483593.0139;5444530.745;483585.6543;5443531.202
Badische Flurkarten;73.96;483585.6543;5443531.202;483593.0139;5444530.745;484592.6088;5444523.587;484585.325;5443524.061
Badische Flurkarten;73.97;484585.325;5443524.061;484592.6088;5444523.587;485592.2089;5444516.505;485585.0483;5443516.931
Badische Flurkarten;73.98;485585.0483;5443516.931;485592.2089;5444516.505;486591.7826;5444509.448;486584.6042;5443509.87
Badische Flurkarten;73.99;486584.6042;5443509.87;486591.7826;5444509.448;487591.3407;5444502.401;487584.1212;5443502.828
Badische Flurkarten;73.100;487584.1212;5443502.828;487591.3407;5444502.401;488590.9903;5444495.211;488583.7736;5443495.68
Badische Flurkarten;73.101;488583.7736;5443495.68;488590.9903;5444495.211;489590.5336;5444488.05;489583.3151;5443488.512
Badische Flurkarten;73.102;489583.3151;5443488.512;489590.5336;5444488.05;490589.9178;5444480.813;490582.7174;5443481.269
Badische Flurkarten;73.103;490582.7174;5443481.269;490589.9178;5444480.813;491589.5236;5444473.588;491582.2667;5443474.049
Badische Flurkarten;73.104;491582.2667;5443474.049;491589.5236;5444473.588;492589.0447;5444466.384;492581.9162;5443466.911
Badische Flurkarten;73.105;492581.9162;5443466.911;492589.0447;5444466.384;493588.6054;5444459.172;493581.3122;5443459.744
Badische Flurkarten;73.106;493581.3122;5443459.744;493588.6054;5444459.172;494588.1371;5444451.982;494580.8437;5443452.598
Badische Flurkarten;73.107;494580.8437;5443452.598;494588.1371;5444451.982;495587.6946;5444444.964;495580.4527;5443445.389
Badische Flurkarten;73.108;495580.4527;5443445.389;495587.6946;5444444.964;496587.3074;5444437.801;496580.1404;5443438.092
Badische Flurkarten;73.109;496580.1404;5443438.092;496587.3074;5444437.801;497586.8751;5444430.557;497579.7965;5443430.988
Badische Flurkarten;73.110;497579.7965;5443430.988;497586.8751;5444430.557;498586.4546;5444423.346;498579.3357;5443423.803
Badische Flurkarten;73.111;498579.3357;5443423.803;498586.4546;5444423.346;499585.9615;5444416.121;499578.887;5443416.57
Badische Flurkarten;73.112;499578.887;5443416.57;499585.9615;5444416.121;500585.7253;5444409.021;500578.4075;5443409.297
Badische Flurkarten;73.113;500578.4075;5443409.297;500585.7253;5444409.021;501585.3268;5444401.818;501578.0431;5443402.258
Badische Flurkarten;74.66;453591.0985;5442746.021;453598.2171;5443745.593;454597.7828;5443738.434;454590.7051;5442738.852
Badische Flurkarten;74.67;454590.7051;5442738.852;454597.7828;5443738.434;455597.3871;5443731.268;455590.2791;5442731.659
Badische Flurkarten;74.68;455590.2791;5442731.659;455597.3871;5443731.268;456596.9724;5443724.112;456589.8867;5442724.56
Badische Flurkarten;74.69;456589.8867;5442724.56;456596.9724;5443724.112;457596.6924;5443716.936;457589.5415;5442717.421
Badische Flurkarten;74.70;457589.5415;5442717.421;457596.6924;5443716.936;458596.3425;5443709.83;458589.1481;5442710.22
Badische Flurkarten;74.71;458589.1481;5442710.22;458596.3425;5443709.83;459595.9276;5443702.695;459588.729;5442702.985
Badische Flurkarten;74.72;459588.729;5442702.985;459595.9276;5443702.695;460595.3991;5443695.435;460588.3291;5442695.768
Badische Flurkarten;74.73;460588.3291;5442695.768;460595.3991;5443695.435;461595.0362;5443688.211;461587.8999;5442688.617
Badische Flurkarten;74.74;461587.8999;5442688.617;461595.0362;5443688.211;462594.7025;5443680.972;462587.4257;5442681.515
Badische Flurkarten;74.75;462587.4257;5442681.515;462594.7025;5443680.972;463594.2538;5443673.843;463586.98;5442674.492
Badische Flurkarten;74.76;463586.98;5442674.492;463594.2538;5443673.843;464593.5984;5443667.011;464586.5397;5442667.395
Badische Flurkarten;74.77;464586.5397;5442667.395;464593.5984;5443667.011;465593.327;5443659.891;465586.232;5442660.368
Badische Flurkarten;74.78;465586.232;5442660.368;465593.327;5443659.891;466592.9026;5443652.776;466585.7927;5442653.25
Badische Flurkarten;86.65;452505.8105;5430757.896;452512.997;5431757.449;453512.7812;5431750.368;453505.4985;5430750.789
